Loan_amount,Income,Term,Loan_purpose
546500,24060,360,Personal
356500,24060,360,Personal
326500,24060,360,Mortgage
206500,24060,360,Mortgage
1566500,24000,360,Personal
1096500,24000,360,Mortgage
996500,24000,360,Personal
906500,24000,360,Mortgage
736500,24000,360,Personal
716500,24000,360,Education
676500,24000,180,Investment
546500,24000,360,Mortgage
516500,24000,360,Mortgage
506500,24000,360,Education
466500,24000,360,Personal
226500,24000,360,Education
1166500,23940,360,Mortgage
726500,23940,360,Mortgage
406500,23940,360,Education
376500,23940,360,Personal
1336500,23880,360,Mortgage
946500,23880,360,Education
726500,23880,360,Personal
596500,23880,180,Mortgage
586500,23880,360,Personal
586500,23880,360,Mortgage
576500,23880,360,Mortgage
476500,23880,360,Personal
406500,23880,360,Mortgage
366500,23880,360,Mortgage
286500,23880,180,Education
256500,23880,180,Personal
216500,23880,120,Personal
156500,23880,180,Personal
556500,23820,360,Personal
486500,23820,240,Personal
486500,23820,180,Mortgage
1486500,23760,360,Personal
1246500,23760,360,Personal
936500,23760,360,Education
686500,23760,180,Personal
556500,23760,360,Education
486500,23760,180,Education
476500,23760,324,Mortgage
436500,23760,360,Personal
306500,23760,360,Mortgage
1446500,23700,360,Personal
936500,23700,360,Education
846500,23700,180,Education
726500,23700,360,Education
696500,23700,360,Mortgage
676500,23700,360,Education
646500,23700,360,Mortgage
646500,23700,360,Personal
606500,23700,180,Personal
596500,23700,180,Education
546500,23700,180,Education
526500,23700,240,Personal
486500,23700,180,Mortgage
286500,23700,240,Personal
276500,23700,360,Education
1486500,23640,360,Mortgage
726500,23640,360,Education
666500,23640,360,Personal
426500,23640,360,Education
306500,23640,180,Personal
1506500,23580,360,Education
626500,23580,360,Mortgage
546500,23580,180,Mortgage
486500,23580,360,Personal
486500,23580,360,Personal
476500,23580,180,Mortgage
456500,23580,360,Personal
316500,23580,180,Education
1496500,23520,360,Personal
1196500,23520,360,Mortgage
946500,23520,180,Personal
796500,23520,360,Mortgage
586500,23520,360,Personal
486500,23520,360,Education
466500,23520,360,Personal
436500,23520,360,Education
426500,23520,360,Education
176500,23520,360,Personal
956500,23460,360,Mortgage
776500,23460,360,Personal
726500,23460,360,Education
486500,23460,360,Personal
446500,23460,360,Mortgage
386500,23460,360,Mortgage
306500,23460,360,Personal
116500,23460,360,Mortgage
806500,23400,360,Mortgage
726500,23400,360,Mortgage
726500,23400,360,Personal
726500,23400,360,Personal
696500,23400,360,Personal
676500,23400,360,Mortgage
626500,23400,360,Mortgage
626500,23400,240,Personal
556500,23400,180,Mortgage
536500,23400,180,Education
486500,23400,324,Personal
456500,23400,180,Education
366500,23400,180,Education
316500,23400,360,Mortgage
106500,23400,360,Education
1266500,23340,360,Education
776500,23340,300,Mortgage
766500,23340,300,Personal
586500,23340,360,Personal
416500,23340,180,Education
276500,23340,360,Education
206500,23340,360,Education
1486500,23280,360,Education
586500,23280,360,Mortgage
526500,23280,180,Mortgage
366500,23280,360,Personal
346500,23280,360,Education
316500,23280,360,Personal
236500,23280,180,Education
106500,23280,360,Mortgage
806500,23220,360,Personal
726500,23220,360,Mortgage
686500,23220,360,Personal
646500,23220,360,Education
616500,23220,360,Personal
526500,23220,360,Personal
436500,23220,180,Personal
326500,23220,180,Personal
216500,23220,360,Mortgage
136500,23220,300,Personal
106500,23220,300,Mortgage
576500,23160,360,Education
406500,23160,360,Personal
396500,23160,240,Mortgage
266500,23160,180,Mortgage
1686500,23100,360,Mortgage
1276500,23100,180,Education
1166500,23100,360,Personal
996500,23100,360,Education
676500,23100,360,Education
646500,23100,180,Personal
386500,23100,360,Mortgage
306500,23100,360,Education
266500,23100,360,Mortgage
196500,23100,120,Education
1356500,23040,360,Personal
1276500,23040,360,Education
696500,23040,180,Personal
636500,23040,360,Personal
536500,23040,360,Personal
466500,23040,360,Mortgage
446500,23040,180,Education
376500,23040,180,Personal
306500,23040,180,Mortgage
296500,23040,360,Personal
1726500,22980,360,Mortgage
996500,22980,180,Personal
876500,22980,180,Education
606500,22980,180,Mortgage
536500,22980,360,Mortgage
486500,22980,360,Mortgage
446500,22980,360,Education
366500,22980,180,Mortgage
226500,22980,360,Mortgage
1136500,22920,360,Education
906500,22920,360,Personal
656500,22920,360,Education
626500,22920,360,Education
616500,22920,360,Mortgage
606500,22920,360,Personal
556500,22920,360,Mortgage
546500,22920,360,Mortgage
536500,22920,360,Personal
486500,22920,360,Education
336500,22920,360,Education
686500,22860,360,Mortgage
656500,22860,180,Mortgage
586500,22860,360,Mortgage
486500,22860,360,Mortgage
406500,22860,360,Mortgage
386500,22860,360,Personal
376500,22860,360,Education
196500,22860,360,Education
1266500,22800,360,Mortgage
866500,22800,180,Mortgage
646500,22800,360,Mortgage
526500,22800,360,Mortgage
506500,22800,360,Mortgage
466500,22800,360,Personal
456500,22800,360,Mortgage
366500,22800,180,Personal
316500,22800,360,Mortgage
136500,22800,360,Personal
1396500,22740,300,Mortgage
1006500,22740,360,Mortgage
936500,22740,360,Personal
856500,22740,180,Personal
826500,22740,360,Education
756500,22740,180,Investment
756500,22740,180,Personal
756500,22740,180,Mortgage
676500,22740,360,Mortgage
676500,22740,360,Personal
466500,22740,180,Mortgage
456500,22740,360,Mortgage
446500,22740,180,Mortgage
386500,22740,180,Education
1056500,22680,360,Personal
936500,22680,360,Personal
696500,22680,360,Mortgage
616500,22680,360,Personal
566500,22680,360,Education
296500,22680,180,Mortgage
296500,22680,360,Mortgage
256500,22680,360,Mortgage
116500,22680,180,Personal
1456500,22620,300,Personal
1156500,22620,360,Personal
966500,22620,360,Personal
876500,22620,180,Mortgage
726500,22620,360,Education
656500,22620,360,Education
636500,22620,360,Personal
596500,22620,180,Mortgage
566500,22620,360,Education
486500,22620,360,Education
486500,22620,360,Mortgage
456500,22620,360,Mortgage
326500,22620,360,Education
1756500,22560,360,Mortgage
1356500,22560,360,Education
596500,22560,180,Education
376500,22560,360,Personal
366500,22560,360,Mortgage
326500,22560,360,Education
1416500,22500,360,Personal
1256500,22500,360,Personal
876500,22500,324,Personal
826500,22500,360,Mortgage
716500,22500,360,Personal
656500,22500,240,Personal
606500,22500,360,Personal
516500,22500,360,Education
406500,22500,360,Mortgage
826500,22440,360,Mortgage
666500,22440,360,Personal
566500,22440,360,Education
526500,22440,360,Personal
486500,22440,360,Education
456500,22440,180,Personal
416500,22440,360,Mortgage
346500,22440,360,Personal
296500,22440,360,Mortgage
256500,22440,120,Mortgage
1056500,22380,360,Mortgage
536500,22380,360,Mortgage
526500,22380,360,Personal
486500,22380,360,Education
486500,22380,180,Education
316500,22380,360,Personal
216500,22380,360,Mortgage
1326500,22320,360,Education
786500,22320,180,Education
676500,22320,360,Personal
596500,22320,360,Education
506500,22320,360,Personal
486500,22320,360,Personal
356500,22320,360,Mortgage
266500,22320,360,Mortgage
1206500,22260,360,Personal
956500,22260,360,Education
926500,22260,360,Personal
646500,22260,360,Mortgage
576500,22260,360,Personal
486500,22260,360,Personal
456500,22260,360,Personal
386500,22260,360,Education
366500,22260,360,Mortgage
706500,22200,360,Mortgage
696500,22200,360,Personal
666500,22200,324,Mortgage
656500,22200,360,Mortgage
586500,22200,360,Personal
426500,22200,360,Mortgage
406500,22200,180,Mortgage
1346500,22140,360,Personal
1226500,22140,360,Mortgage
1046500,22140,360,Education
776500,22140,360,Education
766500,22140,360,Education
726500,22140,360,Mortgage
716500,22140,360,Personal
636500,22140,360,Mortgage
586500,22140,360,Personal
386500,22140,180,Personal
316500,22140,180,Mortgage
1296500,22080,360,Education
886500,22080,360,Mortgage
706500,22080,240,Personal
646500,22080,360,Personal
626500,22080,360,Personal
486500,22080,360,Education
486500,22080,180,Mortgage
386500,22080,360,Personal
276500,22080,360,Mortgage
1126500,22020,360,Personal
926500,22020,360,Personal
726500,22020,360,Personal
576500,22020,180,Mortgage
476500,22020,360,Education
466500,22020,180,Mortgage
406500,22020,360,Personal
316500,22020,360,Education
306500,22020,180,Education
286500,22020,360,Education
256500,22020,300,Personal
1406500,21960,360,Mortgage
626500,21960,360,Personal
516500,21960,360,Mortgage
336500,21960,360,Personal
326500,21960,360,Personal
326500,21960,180,Personal
1606500,21900,360,Investment
1126500,21900,360,Personal
846500,21900,180,Personal
736500,21900,300,Education
496500,21900,360,Education
476500,21900,360,Mortgage
1046500,21840,360,Personal
726500,21840,360,Mortgage
676500,21840,360,Personal
666500,21840,360,Mortgage
596500,21840,360,Education
556500,21840,360,Mortgage
486500,21840,180,Mortgage
446500,21840,360,Education
446500,21840,168,Personal
326500,21840,360,Education
1266500,21780,360,Mortgage
1046500,21780,360,Mortgage
886500,21780,360,Personal
606500,21780,180,Mortgage
486500,21780,360,Education
456500,21780,360,Personal
426500,21780,360,Personal
376500,21780,360,Education
316500,21780,180,Personal
276500,21780,360,Mortgage
156500,21780,180,Personal
1806500,21720,360,Mortgage
676500,21720,300,Mortgage
486500,21720,180,Education
466500,21720,360,Mortgage
446500,21720,360,Personal
416500,21720,360,Personal
386500,21720,360,Personal
376500,21720,180,Education
306500,21720,360,Mortgage
266500,21720,360,Mortgage
226500,21720,360,Mortgage
1606500,21660,360,Education
1186500,21660,360,Mortgage
1036500,21660,360,Investment
806500,21660,180,Personal
766500,21660,360,Education
666500,21660,360,Personal
646500,21660,180,Education
556500,21660,360,Personal
536500,21660,180,Education
476500,21660,180,Personal
476500,21660,180,Education
436500,21660,360,Education
306500,21660,360,Personal
296500,21660,360,Education
256500,21660,360,Personal
236500,21660,360,Education
156500,21660,180,Mortgage
816500,21600,360,Mortgage
766500,21600,360,Mortgage
756500,21600,180,Personal
746500,21600,180,Personal
716500,21600,360,Mortgage
676500,21600,360,Mortgage
676500,21600,360,Personal
596500,21600,180,Personal
586500,21600,240,Personal
566500,21600,180,Mortgage
556500,21600,360,Mortgage
476500,21600,360,Mortgage
466500,21600,360,Personal
426500,21600,180,Mortgage
416500,21600,360,Mortgage
396500,21600,360,Mortgage
376500,21600,360,Education
366500,21600,360,Education
356500,21600,360,Education
356500,21600,360,Mortgage
336500,21600,360,Personal
306500,21600,240,Mortgage
256500,21600,360,Mortgage
246500,21600,360,Mortgage
176500,21600,360,Mortgage
1726500,21540,360,Mortgage
656500,21540,360,Education
616500,21540,360,Mortgage
596500,21540,360,Mortgage
506500,21540,360,Personal
486500,21540,180,Personal
446500,21540,360,Mortgage
386500,21540,144,Education
306500,21540,360,Education
296500,21540,180,Personal
226500,21540,360,Personal
1706500,21480,360,Mortgage
1046500,21480,360,Education
826500,21480,360,Personal
726500,21480,360,Mortgage
546500,21480,180,Mortgage
476500,21480,360,Mortgage
446500,21480,240,Mortgage
376500,21480,360,Education
366500,21480,360,Education
336500,21480,180,Personal
216500,21480,360,Personal
106500,21480,180,Education
686500,21420,360,Personal
666500,21420,360,Investment
646500,21420,360,Personal
616500,21420,360,Personal
576500,21420,360,Personal
486500,21420,180,Mortgage
436500,21420,360,Mortgage
436500,21420,360,Personal
416500,21420,360,Education
356500,21420,360,Personal
306500,21420,360,Mortgage
266500,21420,180,Investment
246500,21420,240,Education
866500,21360,360,Personal
706500,21360,360,Education
606500,21360,360,Personal
486500,21360,360,Personal
466500,21360,360,Personal
426500,21360,360,Education
376500,21360,240,Mortgage
356500,21360,180,Mortgage
346500,21360,180,Education
326500,21360,240,Mortgage
1256500,21300,360,Personal
756500,21300,180,Education
726500,21300,360,Personal
716500,21300,360,Mortgage
666500,21300,360,Personal
646500,21300,360,Mortgage
596500,21300,360,Mortgage
516500,21300,360,Personal
436500,21300,180,Education
426500,21300,360,Personal
416500,21300,180,Education
376500,21300,360,Personal
376500,21300,324,Mortgage
366500,21300,360,Personal
296500,21300,360,Mortgage
236500,21300,360,Mortgage
236500,21300,360,Personal
196500,21300,180,Education
166500,21300,180,Personal
1366500,21240,360,Personal
1226500,21240,360,Personal
946500,21240,360,Mortgage
756500,21240,360,Mortgage
696500,21240,360,Mortgage
676500,21240,360,Education
606500,21240,360,Personal
576500,21240,360,Personal
566500,21240,360,Personal
566500,21240,360,Personal
546500,21240,360,Investment
546500,21240,360,Education
456500,21240,360,Education
416500,21240,360,Personal
406500,21240,360,Education
316500,21240,180,Mortgage
156500,21240,360,Education
156500,21240,300,Personal
1326500,21180,360,Personal
1086500,21180,360,Education
726500,21180,360,Education
616500,21180,360,Mortgage
596500,21180,360,Mortgage
576500,21180,180,Investment
496500,21180,360,Education
486500,21180,360,Mortgage
486500,21180,360,Mortgage
406500,21180,360,Personal
356500,21180,360,Mortgage
226500,21180,360,Mortgage
176500,21180,360,Mortgage
126500,21180,360,Education
1546500,21120,180,Mortgage
1036500,21120,360,Education
826500,21120,360,Mortgage
726500,21120,360,Mortgage
696500,21120,360,Mortgage
666500,21120,360,Mortgage
656500,21120,180,Personal
596500,21120,360,Mortgage
586500,21120,360,Personal
566500,21120,360,Mortgage
556500,21120,360,Mortgage
556500,21120,360,Personal
426500,21120,240,Personal
366500,21120,360,Education
336500,21120,240,Mortgage
326500,21120,360,Mortgage
126500,21120,360,Personal
936500,21060,360,Education
826500,21060,180,Personal
726500,21060,180,Education
686500,21060,360,Personal
646500,21060,360,Personal
616500,21060,360,Personal
546500,21060,360,Mortgage
496500,21060,180,Personal
446500,21060,324,Education
386500,21060,180,Personal
296500,21060,360,Personal
156500,21060,360,Mortgage
156500,21060,360,Mortgage
136500,21060,360,Education
726500,21000,240,Mortgage
726500,21000,360,Personal
