Loan_amount,Income,Term
546500,9180,360
146500,4980,180
106500,3660,360
306500,7320,180
436500,3780,360
356500,6600,360
276500,4680,180
266500,3240,360
356500,4500,360
206500,9420,360
216500,0,360
196500,1980,360
1026500,44340,360
736500,7500,360
176500,1980,360
216500,14400,360
536500,6000,360
196500,4860,360
396500,5160,360
206500,3360,180
246500,3120,360
246500,8880,360
176500,1140,360
306500,3840,360
266500,8640,360
436500,6780,240
226500,2700,360
326500,3120,360
546500,20580,240
86500,0,360
226500,4440,360
226500,6960,240
86500,0,360
486500,5880,360
326500,0,360
476500,5460,360
346500,4800,360
176500,4020,240
556500,9720,360
426500,8760,240
176500,3060,360
306500,5040,360
316500,56400,360
196500,5100,300
186500,6600,360
476500,6900,360
366500,7200,360
306500,6180,360
436500,0,360
296500,0,360
136500,7020,180
176500,0,360
566500,22620,360
326500,3600,360
476500,5820,360
436500,13680,180
266500,4260,360
206500,3420,360
136500,15900,360
236500,6840,360
346500,11520,360
66500,19200,360
396500,5160,360
366500,14640,360
436500,0,360
106500,2520,360
326500,9720,360
66500,6180,180
246500,4020,180
346500,6300,360
206500,4920,324
66500,900,360
446500,7920,360
306500,5580,360
86500,4920,360
326500,3600,360
216500,3480,360
116500,4440,180
2106500,86340,180
306500,6600,360
146500,4380,360
216500,2340,360
266500,2280,360
486500,4620,360
606500,5040,360
146500,3480,360
436500,7380,360
296500,7320,360
216500,2700,360
826500,21120,360
296500,3120,360
216500,3000,360
296500,4140,360
616500,7140,360
346500,5820,324
236500,5460,180
126500,3720,360
226500,4800,360
196500,7020,360
426500,7440,360
226500,5640,360
476500,8580,360
106500,2340,360
296500,4380,360
236500,5160,360
356500,28860,180
436500,11580,360
336500,0,360
256500,10800,360
456500,5640,360
156500,1560,360
356500,5100,360
916500,16980,360
186500,3840,360
506500,0,360
316500,6540,360
366500,8820,360
66500,2100,180
156500,4080,180
206500,3720,360
216500,2820,360
656500,16500,360
296500,4380,360
576500,44580,360
116500,1140,360
496500,8640,360
236500,3120,324
546500,14400,240
256500,7320,360
246500,0,360
326500,5880,360
86500,2520,360
116500,8520,180
306500,6000,360
846500,12000,360
196500,2820,300
326500,0,360
426500,6000,360
706500,13020,360
76500,3120,180
116500,2700,180
256500,4320,360
466500,5040,360
66500,1260,360
456500,4200,360
526500,6780,360
316500,8100,360
156500,3660,360
136500,5640,360
766500,7740,360
566500,6060,360
76500,2040,144
76500,3360,180
206500,4800,360
266500,7800,360
316500,8280,360
156500,5280,360
196500,1860,360
456500,8280,360
216500,1860,360
136500,4080,360
266500,1740,360
216500,4020,360
256500,10800,360
676500,11760,360
256500,3900,360
246500,9240,360
276500,5040,360
436500,6960,360
326500,4200,360
576500,12000,360
166500,13320,360
366500,2220,360
96500,1320,360
576500,6960,360
136500,3300,360
306500,7680,360
266500,2940,360
56500,1380,360
546500,5460,360
256500,4920,300
236500,3840,360
226500,7920,360
326500,4860,360
256500,3240,324
306500,4740,360
306500,3420,360
136500,0,360
416500,4620,360
376500,9180,360
866500,0,360
246500,7500,360
536500,7260,300
206500,2520,360
306500,4440,360
86500,3600,360
456500,4380,360
346500,0,324
176500,10380,180
866500,28560,360
186500,10080,180
356500,5400,360
426500,4620,360
126500,5160,360
236500,3900,360
596500,10740,360
656500,14820,180
1126500,12000,360
96500,3780,240
316500,12960,360
316500,6960,360
156500,3720,360
466500,10200,240
236500,3180,360
76500,2520,300
126500,4860,360
146500,4440,360
386500,6660,360
516500,8700,360
326500,4860,360
316500,5280,360
226500,4020,360
406500,0,360
226500,0,360
86500,1620,360
276500,5040,180
176500,0,360
726500,0,360
166500,3000,300
106500,0,360
246500,4200,360
166500,5940,360
526500,7620,360
106500,1560,360
386500,0,360
146500,2820,324
356500,2760,360
596500,11040,360
246500,5220,360
126500,5580,96
416500,3480,360
206500,9180,180
486500,10380,360
486500,2940,360
216500,5340,360
556500,7740,360
276500,3000,360
396500,12060,360
1396500,22740,300
416500,12420,360
726500,6300,360
326500,5220,360
156500,1980,360
376500,4380,360
236500,3960,360
86500,1800,180
306500,3300,360
456500,5040,300
126500,2280,360
206500,2940,360
266500,2940,360
276500,2940,180
336500,2700,360
206500,5520,360
506500,4380,360
516500,4980,360
236500,12000,180
106500,240,300
406500,5880,360
376500,0,360
276500,4620,360
526500,7980,360
136500,5460,360
256500,7500,360
396500,6180,360
376500,9420,360
366500,5100,360
326500,9780,360
266500,5880,360
336500,3960,360
256500,0,360
46500,720,360
236500,2880,360
496500,9600,360
86500,1320,144
156500,2400,360
526500,11100,360
156500,1980,360
446500,9960,180
226500,15480,180
486500,10200,360
486500,7020,360
206500,35340,360
466500,13200,324
476500,0,360
116500,1380,180
496500,6840,360
236500,3840,324
286500,13500,360
206500,5100,360
146500,6180,96
116500,2760,360
186500,0,360
186500,720,360
446500,13740,360
386500,7740,360
466500,8760,360
266500,3360,360
756500,30000,360
576500,0,360
466500,5400,360
1006500,16380,360
106500,1320,360
306500,4080,360
466500,14400,180
466500,5040,360
126500,20040,180
326500,5700,180
496500,6960,360
336500,16200,240
246500,6060,180
196500,3960,360
136500,2100,360
586500,20280,360
486500,10500,360
166500,2700,360
486500,5640,360
276500,3360,360
166500,6420,360
386500,8340,360
616500,8160,360
336500,4560,360
176500,5160,360
356500,4440,360
276500,4380,360
266500,1260,360
486500,5400,360
326500,8880,180
406500,23880,360
516500,7620,360
416500,4260,360
506500,10200,360
726500,15240,360
266500,14100,360
166500,7200,180
686500,0,360
106500,1980,300
236500,9000,180
446500,3960,360
126500,4680,180
306500,2580,360
306500,4500,360
146500,3300,360
56500,1980,360
176500,5460,360
226500,1680,360
496500,7440,360
426500,5040,360
566500,6900,360
286500,7980,240
176500,5520,360
216500,1980,360
476500,15960,360
756500,12780,360
266500,5220,360
376500,29280,360
186500,3840,360
176500,4680,180
416500,12720,360
496500,0,324
516500,8700,360
196500,2820,360
676500,28200,360
886500,16200,360
586500,6060,360
706500,17880,360
106500,4500,300
486500,4560,360
236500,3240,360
406500,7440,360
446500,8940,360
326500,6540,180
176500,1440,360
376500,10680,360
636500,16080,360
376500,21300,360
326500,0,360
106500,2580,180
706500,6780,360
226500,3060,360
406500,32400,360
426500,6480,360
126500,6240,360
186500,7500,180
166500,1920,360
76500,2400,360
696500,11460,360
456500,0,360
306500,8580,324
166500,2820,360
256500,4320,360
76500,3840,180
86500,2520,180
306500,3060,360
196500,2520,360
546500,5400,360
126500,1500,360
86500,1920,360
516500,12660,360
456500,11820,360
266500,2940,360
86500,960,360
266500,12000,360
276500,6660,264
456500,14820,360
326500,7560,360
276500,4740,360
76500,3780,360
116500,1980,360
386500,0,360
456500,9480,300
236500,2820,360
326500,16320,360
206500,5100,360
326500,4680,360
236500,4260,360
256500,10860,360
176500,3300,180
996500,20700,180
436500,3900,324
576500,11220,360
76500,2100,360
236500,0,360
166500,0,360
336500,7140,360
206500,4860,360
536500,10500,360
256500,4140,360
336500,10080,360
156500,3300,360
306500,4440,360
136500,2940,360
106500,2400,240
246500,4140,360
146500,5100,360
56500,1320,360
86500,1440,180
256500,0,360
686500,7260,360
376500,5220,360
726500,20100,360
266500,3600,360
526500,7320,360
426500,6300,360
166500,4140,360
56500,1740,360
416500,2220,360
416500,4500,360
496500,15060,360
436500,10020,360
166500,3120,360
106500,13020,180
306500,6300,360
246500,5460,180
536500,15000,360
126500,2460,180
286500,4200,360
476500,7800,360
106500,3180,180
486500,9960,360
506500,9060,360
186500,4140,360
446500,5160,360
216500,3540,360
216500,3540,180
106500,4020,360
256500,2280,360
356500,5160,360
226500,5580,360
386500,4680,360
266500,3660,360
386500,6600,360
106500,3240,180
116500,2940,360
496500,5400,360
126500,1560,360
306500,5040,360
346500,6180,240
476500,8280,360
326500,4980,360
106500,540,360
386500,2100,360
206500,2280,360
196500,9000,180
396500,9960,360
366500,12660,360
136500,3720,360
316500,8760,360
136500,8160,360
256500,6960,360
76500,1920,360
126500,5280,360
296500,3900,360
296500,3360,360
666500,0,360
336500,6180,360
1676500,68220,300
486500,0,360
186500,3720,336
406500,7560,360
656500,9660,360
146500,4140,360
486500,11340,300
366500,7800,180
206500,3300,336
306500,0,360
306500,16080,360
186500,3240,360
256500,4320,180
56500,3180,360
296500,21000,360
166500,2100,360
446500,7800,360
266500,6720,360
386500,4680,360
96500,0,324
326500,3420,300
166500,3000,360
76500,1680,360
456500,7020,360
246500,6840,360
166500,3420,360
166500,19440,180
316500,5220,360
126500,3240,132
266500,8400,180
246500,2100,360
926500,11400,360
206500,3180,300
256500,22440,120
96500,1980,360
326500,3480,360
126500,3600,180
156500,2460,180
256500,12360,360
426500,5040,360
266500,2220,360
176500,2580,360
246500,4980,180
556500,3600,360
606500,4740,360
206500,3900,360
546500,9300,360
136500,2880,360
206500,3180,180
216500,4620,360
486500,9120,360
386500,6780,360
376500,6000,360
306500,8940,360
446500,10260,360
136500,3120,360
526500,17460,360
326500,6300,360
406500,4440,360
346500,3180,360
406500,6240,360
136500,5880,360
476500,6000,360
206500,1860,360
346500,5940,360
166500,1620,360
186500,7320,360
556500,8040,360
306500,3660,360
506500,13560,360
276500,12300,360
236500,5640,360
406500,0,360
386500,3240,360
266500,0,360
106500,3720,180
346500,12300,360
576500,5940,360
456500,14820,360
186500,11160,180
326500,3540,336
216500,9360,360
376500,12660,360
186500,3840,324
376500,4140,360
226500,4320,360
486500,11460,360
106500,5700,180
266500,4200,360
296500,5400,360
126500,4980,360
116500,2940,360
426500,3960,360
676500,8340,360
246500,4680,360
266500,4500,360
186500,2880,360
416500,8700,360
96500,1800,360
56500,1320,360
176500,3240,360
586500,6660,360
356500,0,360
356500,13560,360
206500,10140,180
406500,10260,360
176500,2880,360
296500,5700,360
366500,4800,360
326500,5880,300
316500,0,360
76500,1920,360
946500,10080,360
366500,9660,360
186500,3900,360
176500,1680,240
316500,5340,360
236500,3660,360
236500,19680,360
316500,4320,360
116500,4560,360
216500,2940,360
96500,2580,360
556500,10500,360
266500,3300,360
336500,4320,360
106500,4920,120
106500,2160,360
556500,7560,360
476500,22020,360
126500,2880,360
476500,10440,360
116500,4020,240
266500,6300,360
466500,13920,180
316500,3600,360
306500,5760,360
256500,8940,360
286500,7560,360
96500,1980,360
256500,0,360
126500,5880,180
196500,4200,360
246500,5760,360
246500,3960,360
156500,3960,360
126500,2100,360
156500,2760,360
466500,5340,360
216500,6060,360
176500,3360,360
206500,6180,360
306500,10380,360
56500,6120,360
556500,7380,360
116500,4500,360
246500,300,360
296500,3780,360
296500,5400,360
146500,2460,360
466500,9540,180
436500,10440,360
236500,3660,360
266500,4080,360
386500,6900,360
236500,3060,360
616500,7800,360
846500,13560,360
326500,5040,300
276500,11100,360
326500,5220,360
96500,2640,96
406500,6060,360
126500,6000,360
416500,7860,360
456500,7020,360
196500,4740,240
156500,2880,180
206500,34860,180
86500,4320,360
176500,0,360
726500,9480,360
126500,4020,360
366500,5340,360
146500,4860,360
136500,2580,360
186500,4500,360
96500,2100,360
246500,8040,360
306500,4080,360
336500,6780,360
396500,5880,360
106500,4320,360
76500,1320,360
156500,3300,360
596500,12360,360
176500,3000,360
376500,3480,360
86500,1020,360
236500,8880,360
76500,1980,180
736500,24000,360
376500,9720,360
436500,4740,360
296500,2820,360
616500,6660,360
446500,5880,360
266500,4080,360
386500,7020,360
96500,3360,360
216500,1260,360
496500,11460,360
216500,25800,360
596500,3840,360
476500,6120,360
436500,0,360
496500,5880,360
386500,7140,240
846500,10200,360
266500,5400,360
226500,5580,360
156500,3000,324
86500,3120,360
426500,7800,360
286500,5460,360
226500,6840,180
136500,3180,360
276500,2820,360
146500,2160,360
776500,23340,300
206500,7020,360
726500,5580,360
206500,4440,360
1006500,17400,360
256500,3540,360
406500,11100,360
486500,5820,360
666500,10320,360
866500,6840,360
196500,3900,360
166500,3300,360
206500,2760,360
166500,3300,360
216500,8340,240
416500,8160,360
156500,1860,300
226500,3240,360
406500,18180,360
416500,10380,180
516500,6180,360
486500,10500,240
276500,6180,360
416500,6420,360
106500,4620,360
336500,5940,360
156500,29700,180
446500,7680,360
106500,1680,360
426500,5820,300
136500,2040,360
226500,0,360
436500,8580,360
486500,10020,360
266500,2820,360
86500,3240,360
386500,9780,360
286500,4320,360
236500,4020,360
86500,2160,240
426500,5880,360
656500,13860,360
426500,9780,360
176500,3600,300
626500,0,360
76500,3420,360
286500,4080,360
346500,7140,360
306500,3960,360
96500,2280,240
266500,4620,300
76500,2400,360
366500,4620,360
106500,3060,360
126500,5160,360
556500,600,360
706500,18540,300
446500,2460,360
446500,0,360
426500,4260,180
336500,3540,360
706500,9840,360
326500,17100,180
296500,0,360
336500,3180,360
276500,7980,180
86500,1020,360
306500,3120,360
46500,660,360
166500,5640,360
726500,17100,360
116500,7080,360
486500,4980,360
396500,35700,180
156500,2220,180
766500,13620,360
306500,7080,360
366500,8940,180
176500,2460,360
146500,5220,240
346500,3660,360
156500,3600,360
246500,12960,300
506500,0,360
376500,5460,360
66500,840,360
566500,15180,360
286500,3540,360
386500,5400,360
66500,1320,360
116500,3540,360
876500,11940,360
456500,3960,360
356500,4980,360
286500,0,360
686500,6480,360
186500,8940,180
136500,660,360
726500,2820,360
336500,3720,360
506500,6540,360
296500,660,360
186500,5940,180
996500,22980,180
486500,11040,360
226500,3780,360
356500,7680,360
106500,2280,180
356500,4260,360
136500,2820,360
276500,3420,360
586500,8640,360
366500,6600,240
956500,23460,360
356500,4320,360
626500,10440,360
146500,2940,240
566500,10080,360
226500,2520,360
256500,2580,360
486500,15000,360
196500,3780,360
156500,1860,360
276500,4080,360
576500,8220,360
76500,1500,360
336500,9840,360
476500,8640,360
246500,5040,360
666500,5820,360
346500,0,360
506500,7080,360
336500,4440,360
206500,3180,360
196500,1980,360
176500,4500,300
156500,1860,360
466500,6900,360
76500,1800,360
76500,1140,360
176500,3120,360
406500,5040,360
566500,16800,360
56500,540,360
216500,3300,360
106500,3480,180
346500,4560,360
346500,10440,180
166500,3900,360
416500,7920,360
326500,13980,360
306500,3240,360
416500,6360,360
476500,8640,360
76500,2280,360
186500,2340,360
366500,5580,360
156500,6960,360
126500,2340,360
236500,900,360
286500,4200,360
146500,6600,360
156500,2280,360
286500,6300,360
446500,7080,360
616500,11280,360
376500,0,360
216500,3840,360
